present,p5,ccode,scode,country,polity,persist,bmonth,bday,byear,emonth,eday,eyear,democ,autoc,xrreg,xrcomp,xropen,xconst,parreg,parcomp,exrec,exconst,polcomp
,0,712,MON,Mongolia,-9,18,7,1,1934,1,28,1952,0,9,2,1,4,1,4,1,3,1,1
,0,712,MON,Mongolia,-7,39,1,29,1952,7,29,1990,0,7,2,1,4,3,4,1,3,3,1
,0,712,MON,Mongolia,2,1,7,30,1990,1,13,1992,4,2,2,2,4,5,3,2,7,5,3
,0,712,MON,Mongolia,9,5,1,14,1992,6,30,1996,9,0,3,3,4,7,2,4,8,7,9
1,0,712,MON,Mongolia,10,22,7,1,1996,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,1,600,MOR,Morocco,-6,,1,1,1800,3,30,1912,1,7,3,1,1,1,3,3,1,1,6
,1,600,MOR,Morocco,-5,5,3,2,1956,6,1,1961,1,6,3,1,1,2,3,3,1,2,6
,1,600,MOR,Morocco,-88,2,6,2,1961,11,12,1963,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,1,600,MOR,Morocco,-3,2,11,13,1963,6,6,1965,1,4,3,1,2,3,2,3,2,3,7
,1,600,MOR,Morocco,-9,12,6,7,1965,6,3,1977,0,9,3,1,1,1,4,2,1,1,2
,1,600,MOR,Morocco,-8,15,6,4,1977,9,4,1992,0,8,3,1,2,2,4,2,2,2,2
,1,600,MOR,Morocco,-7,5,9,5,1992,2,3,1998,0,7,3,1,2,3,4,2,2,3,2
,1,600,MOR,Morocco,-6,14,2,4,1998,11,28,2011,0,6,3,1,2,3,3,2,2,3,3
1,1,600,MOR,Morocco,-4,8,11,29,2011,99,99,9999,1,5,3,1,2,4,3,2,2,4,3
,1,775,MYA,Myanmar (Burma),6,11,1,4,1948,10,28,1958,7,1,2,2,4,7,3,3,7,7,6
,1,775,MYA,Myanmar (Burma),1,1,10,29,1958,4,3,1960,2,1,2,0,0,4,3,3,5,4,6
,1,775,MYA,Myanmar (Burma),5,2,4,4,1960,3,2,1962,6,1,3,3,4,5,3,3,8,5,6
,1,775,MYA,Myanmar (Burma),-6,2,3,3,1962,3,28,1964,0,6,1,0,0,1,4,2,4,1,2
,1,775,MYA,Myanmar (Burma),-7,10,3,29,1964,3,1,1974,0,7,1,0,0,1,4,1,4,1,1
,1,775,MYA,Myanmar (Burma),-9,15,3,2,1974,9,18,1988,0,9,2,1,4,1,4,1,3,1,1
,1,775,MYA,Myanmar (Burma),-4,2,9,19,1988,5,27,1990,0,4,2,0,0,2,3,2,5,2,3
,1,775,MYA,Myanmar (Burma),-5,13,5,28,1990,10,19,2004,0,5,1,0,0,2,4,2,4,2,2
,1,775,MYA,Myanmar (Burma),-6,4,10,20,2004,5,9,2008,0,6,1,0,0,1,4,2,4,1,2
,1,775,MYA,Myanmar (Burma),-6,4,5,10,2008,11,3,2011,0,6,2,0,0,2,4,1,5,2,1
,1,775,MYA,Myanmar (Burma),-3,4,11,4,2011,11,7,2015,0,3,2,0,0,3,3,2,5,3,3
,1,775,MYA,Myanmar (Burma),-88,0,11,8,2015,4,5,2016,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
1,1,775,MYA,Myanmar (Burma),8,3,4,6,2016,99,99,9999,8,0,2,2,4,7,2,4,7,7,9
,0,541,MZM,Mozambique,-8,11,6,25,1975,7,26,1986,0,8,2,1,4,2,4,1,3,2,1
,0,541,MZM,Mozambique,-7,4,7,27,1986,1,30,1991,0,7,2,1,4,3,4,1,3,3,1
,0,541,MZM,Mozambique,-6,4,1,31,1991,10,27,1994,0,6,2,1,4,3,4,2,3,3,2
,0,541,MZM,Mozambique,5,19,10,28,1994,10,20,2013,5,0,2,2,4,4,2,4,7,4,9
1,0,541,MZM,Mozambique,5,5,10,21,2013,99,99,9999,6,1,2,2,4,5,3,4,7,5,8
1,0,565,NAM,Namibia,6,29,3,21,1990,99,99,9999,6,0,2,2,4,5,2,4,7,5,9
,0,790,NEP,Nepal,-6,,1,1,1800,6,30,1846,1,7,3,1,1,1,3,3,1,1,6
,0,790,NEP,Nepal,-3,101,7,1,1846,6,15,1947,1,4,1,0,0,1,3,3,4,1,6
,0,790,NEP,Nepal,-5,4,6,16,1947,2,12,1951,0,5,1,0,0,1,3,2,4,1,3
,0,790,NEP,Nepal,-7,7,2,13,1951,7,26,1957,0,7,3,1,1,2,3,2,1,2,3
,0,790,NEP,Nepal,-88,1,7,27,1957,2,15,1959,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,790,NEP,Nepal,2,2,2,16,1959,12,15,1960,4,2,3,3,4,3,3,3,8,3,6
,0,790,NEP,Nepal,-10,2,12,16,1960,12,16,1962,0,10,3,1,1,1,4,1,1,1,1
,0,790,NEP,Nepal,-9,18,12,17,1962,5,9,1981,0,9,3,1,2,2,4,1,2,2,1
,0,790,NEP,Nepal,-2,10,5,10,1981,11,9,1990,2,4,3,2,3,3,4,2,6,3,2
,0,790,NEP,Nepal,5,9,11,10,1990,5,16,1999,5,0,3,2,3,6,2,0,6,6,5
,0,790,NEP,Nepal,6,3,5,17,1999,10,4,2002,7,1,3,2,3,6,3,4,6,6,8
,0,790,NEP,Nepal,-6,4,10,5,2002,4,24,2006,1,7,3,1,2,1,3,3,2,1,6
,0,790,NEP,Nepal,-88,0,4,25,2006,5,17,2006,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,790,NEP,Nepal,6,3,5,18,2006,5,4,2009,7,1,2,2,4,6,3,4,7,6,8
,0,790,NEP,Nepal,6,9,5,5,2009,2,14,2018,6,0,2,2,4,6,2,3,7,6,7
1,0,790,NEP,Nepal,7,1,2,15,2018,99,99,9999,8,1,3,3,4,6,3,4,8,6,8
,0,920,NEW,New Zealand,10,19,7,1,1857,11,1,1876,10,0,3,3,4,7,5,5,8,7,10
,0,920,NEW,New Zealand,4,1,11,2,1876,6,30,1877,7,3,3,3,4,7,4,2,8,7,2
,0,920,NEW,New Zealand,9,16,7,1,1877,6,30,1893,9,0,3,3,4,7,5,4,8,7,
1,0,920,NEW,New Zealand,10,125,7,1,1893,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,0,93,NIC,Nicaragua,-5,72,4,30,1838,12,16,1909,1,6,2,1,4,1,3,3,3,1,6
,0,93,NIC,Nicaragua,-3,17,12,17,1909,12,2,1926,1,4,2,1,4,3,3,3,3,3,6
,0,93,NIC,Nicaragua,-66,2,12,3,1926,11,4,1928,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,93,NIC,Nicaragua,-3,8,11,5,1928,6,2,1936,1,4,2,1,4,3,3,3,3,3,6
,0,93,NIC,Nicaragua,-8,43,6,3,1936,6,2,1979,0,8,2,1,4,1,4,2,3,1,2
,1,93,NIC,Nicaragua,-77,0,6,3,1979,7,19,1979,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,1,93,NIC,Nicaragua,-3,2,7,20,1979,3,3,1981,0,3,2,0,0,3,3,2,5,3,3
,1,93,NIC,Nicaragua,-5,3,3,4,1981,2,21,1984,0,5,1,0,0,2,4,2,4,2,2
,1,93,NIC,Nicaragua,-1,6,2,22,1984,4,24,1990,1,2,2,0,0,3,3,3,5,3,6
,1,93,NIC,Nicaragua,6,5,4,25,1990,7,5,1995,6,0,3,3,4,5,2,3,8,5,7
,1,93,NIC,Nicaragua,8,11,7,6,1995,1,9,2007,8,0,3,3,4,7,2,3,8,7,7
,1,93,NIC,Nicaragua,9,9,1,10,2007,6,9,2016,9,0,3,3,4,7,2,4,8,7,9
1,1,93,NIC,Nicaragua,6,3,6,10,2016,99,99,9999,7,1,2,2,4,6,3,4,7,6,8
,0,475,NIG,Nigeria,8,4,10,1,1960,12,8,1964,8,0,3,3,4,7,2,3,8,7,7
,0,475,NIG,Nigeria,7,1,12,9,1964,1,15,1966,8,1,3,3,4,7,3,3,8,7,6
,0,475,NIG,Nigeria,-7,13,1,16,1966,9,21,1978,0,7,1,0,0,1,4,1,4,1,1
,0,475,NIG,Nigeria,-88,1,9,22,1978,10,1,1979,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,475,NIG,Nigeria,7,4,10,2,1979,1,1,1984,8,1,3,3,4,7,3,3,8,7,6
,0,475,NIG,Nigeria,-7,5,1,2,1984,5,3,1989,0,7,1,0,0,1,4,1,4,1,1
,0,475,NIG,Nigeria,-5,4,5,4,1989,6,23,1993,0,5,1,0,0,1,3,2,4,1,3
,0,475,NIG,Nigeria,-7,2,6,24,1993,10,2,1995,0,7,1,0,0,1,4,1,4,1,1
,0,475,NIG,Nigeria,-6,3,10,3,1995,6,16,1998,0,6,1,0,0,1,4,2,4,1,2
,0,475,NIG,Nigeria,-88,1,6,17,1998,5,28,1999,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,475,NIG,Nigeria,4,16,5,29,1999,5,28,2015,4,0,2,2,4,5,2,0,7,5,5
1,0,475,NIG,Nigeria,7,4,5,29,2015,99,99,9999,8,1,3,3,4,6,3,4,8,6,8
,1,436,NIR,Niger,-3,14,8,3,1960,4,15,1974,0,3,2,1,4,3,2,0,3,3,5
,1,436,NIR,Niger,-7,13,4,16,1974,6,13,1987,0,7,1,0,0,1,4,1,4,1,1
,1,436,NIR,Niger,-6,3,6,14,1987,11,14,1990,0,6,2,0,0,2,4,1,5,2,1
,1,436,NIR,Niger,-4,1,11,15,1990,11,3,1991,0,4,2,0,0,3,4,2,5,3,2
,1,436,NIR,Niger,-88,1,11,4,1991,4,15,1993,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,1,436,NIR,Niger,6,3,4,16,1993,1,27,1996,6,0,2,2,4,7,2,0,7,7,5
,1,436,NIR,Niger,-3,1,1,28,1996,7,7,1996,0,3,2,0,0,3,3,2,5,3,3
,1,436,NIR,Niger,-3,3,7,8,1996,4,9,1999,1,4,1,0,0,1,3,3,4,1,6
,1,436,NIR,Niger,-88,1,4,10,1999,12,6,1999,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,1,436,NIR,Niger,5,5,12,7,1999,12,3,2004,6,1,2,2,4,5,3,4,7,5,8
,1,436,NIR,Niger,6,5,12,4,2004,5,25,2009,7,1,3,3,4,5,3,4,8,5,8
,1,436,NIR,Niger,-3,1,5,26,2009,2,18,2010,0,3,1,0,0,3,3,2,4,3,3
,1,436,NIR,Niger,3,1,2,19,2010,4,5,2011,4,1,2,0,0,5,3,4,5,5,8
,1,436,NIR,Niger,6,5,4,6,2011,2,21,2016,7,1,3,3,4,5,3,4,8,5,8
1,1,436,NIR,Niger,5,3,2,22,2016,99,99,9999,6,1,2,2,4,5,3,4,7,5,8
,0,385,NOR,Norway,-7,59,5,17,1814,7,18,1873,0,7,3,1,1,3,4,2,1,3,2
,0,385,NOR,Norway,-4,11,7,19,1873,7,2,1884,2,6,3,1,2,5,4,2,2,5,2
,0,385,NOR,Norway,-2,14,7,3,1884,2,15,1898,4,6,3,1,2,7,4,2,2,7,2
,0,385,NOR,Norway,10,42,2,16,1898,4,9,1940,10,0,3,3,4,7,5,5,8,7,10
,0,385,NOR,Norway,-66,5,4,10,1940,5,8,1945,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
1,0,385,NOR,Norway,10,74,5,9,1945,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,0,210,NTH,Netherlands,-6,25,6,8,1815,10,7,1840,1,7,3,1,1,1,3,3,1,1,6
,0,210,NTH,Netherlands,-7,8,10,8,1840,10,15,1848,0,7,3,1,1,3,4,2,1,3,2
,0,210,NTH,Netherlands,-4,1,10,16,1848,6,30,1849,2,6,3,1,2,5,4,2,2,5,2
,0,210,NTH,Netherlands,-3,40,7,1,1849,12,6,1889,3,6,3,1,2,6,4,2,2,6,2
,0,210,NTH,Netherlands,-2,28,12,7,1889,11,15,1917,4,6,3,1,2,7,4,2,2,7,2
,0,210,NTH,Netherlands,10,22,11,16,1917,5,10,1940,10,0,3,3,4,7,5,5,8,7,10
,0,210,NTH,Netherlands,-66,5,5,11,1940,5,3,1945,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
1,0,210,NTH,Netherlands,10,74,5,4,1945,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,0,564,OFS,Orange Free State,4,48,2,17,1854,5,24,1902,7,3,3,3,4,7,4,2,8,7,2
,0,698,OMA,Oman,-6,,1,1,1800,12,31,1931,0,6,3,1,1,1,1,0,1,1,4
,0,698,OMA,Oman,-6,26,1,1,1932,7,19,1957,0,6,3,1,1,1,2,0,1,1,5
,0,698,OMA,Oman,-10,34,7,20,1957,12,21,1991,0,10,3,1,1,1,4,1,1,1,1
,0,698,OMA,Oman,-9,11,12,22,1991,11,26,2002,0,9,3,1,1,2,4,1,1,2,1
1,0,698,OMA,Oman,-8,16,11,27,2002,99,99,9999,0,8,3,1,1,2,4,2,1,2,2
,0,770,PAK,Pakistan,-88,2,1,1,1972,8,13,1973,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,770,PAK,Pakistan,8,4,8,14,1973,7,5,1977,8,0,3,3,4,7,2,3,8,7,7
,0,770,PAK,Pakistan,-7,8,7,6,1977,3,10,1985,0,7,1,0,0,1,4,1,4,1,1
,0,770,PAK,Pakistan,-4,4,3,11,1985,11,16,1988,0,4,2,0,0,3,4,2,5,3,2
,0,770,PAK,Pakistan,8,8,11,17,1988,2,15,1997,8,0,3,3,4,7,2,3,8,7,7
,0,770,PAK,Pakistan,7,3,2,16,1997,10,12,1999,7,0,3,3,4,6,2,3,8,6,7
,0,770,PAK,Pakistan,-6,3,10,13,1999,11,17,2002,0,6,1,0,0,1,4,2,4,1,2
,0,770,PAK,Pakistan,-5,4,11,18,2002,3,9,2007,0,5,2,0,0,2,4,2,5,2,2
,0,770,PAK,Pakistan,-2,1,3,10,2007,11,27,2007,1,3,2,0,0,2,3,3,5,2,6
,0,770,PAK,Pakistan,2,1,11,28,2007,8,18,2008,2,0,2,0,0,4,2,3,5,4,7
,0,770,PAK,Pakistan,5,2,8,19,2008,4,18,2010,5,0,2,2,4,5,2,3,7,5,7
,0,770,PAK,Pakistan,6,3,4,19,2010,5,10,2013,6,0,2,2,4,6,2,3,7,6,7
1,0,770,PAK,Pakistan,7,6,5,11,2013,99,99,9999,7,0,3,3,4,6,2,3,8,6,7
,0,95,PAN,Panama,-3,46,11,3,1903,11,20,1949,0,3,2,1,4,3,1,0,3,3,4
,0,95,PAN,Panama,-1,5,11,21,1949,1,2,1955,1,2,2,1,4,4,2,0,3,4,5
,0,95,PAN,Panama,4,14,1,3,1955,10,12,1968,5,1,2,2,4,5,3,3,7,5,6
,0,95,PAN,Panama,-7,0,10,13,1968,12,31,1968,0,7,1,0,0,1,4,1,4,1,1
,0,95,PAN,Panama,-7,10,1,1,1969,10,5,1978,0,7,2,0,0,1,4,1,5,1,1
,0,95,PAN,Panama,-6,3,10,6,1978,3,3,1982,0,6,2,1,4,2,3,2,3,2,3
,0,95,PAN,Panama,-5,2,3,4,1982,5,6,1984,0,5,2,1,4,3,3,2,3,3,3
,0,95,PAN,Panama,-6,3,5,7,1984,6,11,1987,0,6,2,1,4,2,3,2,3,2,3
,0,95,PAN,Panama,-8,3,6,12,1987,12,20,1989,0,8,2,1,4,2,4,1,3,2,1
,0,95,PAN,Panama,8,5,12,21,1989,8,31,1994,8,0,3,3,4,6,2,4,8,6,9
1,0,95,PAN,Panama,9,24,9,1,1994,99,99,9999,9,0,3,3,4,6,5,5,8,6,10
,0,327,PAP,Papal States,-9,34,6,8,1815,11,25,1848,0,9,2,1,4,1,4,1,3,1,1
,0,327,PAP,Papal States,-88,1,11,26,1848,4,12,1850,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,327,PAP,Papal States,-9,21,4,13,1850,10,2,1870,0,9,2,1,4,1,4,1,3,1,1
,0,150,PAR,Paraguay,-9,58,5,14,1811,1,1,1869,0,9,2,1,4,1,4,1,3,1,1
,0,150,PAR,Paraguay,-88,2,1,2,1869,11,25,1870,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,150,PAR,Paraguay,-3,6,11,26,1870,4,12,1877,1,4,1,1,4,3,3,3,,3,6
,0,150,PAR,Paraguay,-4,27,4,13,1877,6,30,1904,1,5,1,1,4,2,3,3,,2,6
,0,150,PAR,Paraguay,-3,32,7,1,1904,3,11,1936,1,4,1,1,4,3,3,3,,3,6
,0,150,PAR,Paraguay,-7,1,3,12,1936,8,15,1937,0,7,1,0,0,1,4,1,4,1,1
,0,150,PAR,Paraguay,2,2,8,16,1937,2,14,1940,4,2,3,3,4,3,3,3,8,3,6
,0,150,PAR,Paraguay,-9,8,2,15,1940,7,28,1947,0,9,2,1,4,1,4,1,3,1,1
,0,150,PAR,Paraguay,-5,7,7,29,1947,7,11,1954,1,6,2,1,4,1,3,3,3,1,6
,0,150,PAR,Paraguay,-9,13,7,12,1954,8,25,1967,0,9,2,1,4,1,4,1,3,1,1
,0,150,PAR,Paraguay,-8,22,8,26,1967,5,1,1989,0,8,2,1,4,1,4,2,3,1,2
,0,150,PAR,Paraguay,2,3,5,2,1989,6,22,1992,3,1,2,2,4,3,2,3,7,3,7
,0,150,PAR,Paraguay,7,6,6,23,1992,8,14,1998,7,0,2,2,4,7,2,3,7,7,7
,0,150,PAR,Paraguay,6,1,8,15,1998,3,28,1999,6,0,2,2,4,6,2,3,7,6,7
,0,150,PAR,Paraguay,7,4,3,29,1999,4,26,2003,7,0,2,2,4,7,2,3,7,7,7
,0,150,PAR,Paraguay,8,5,4,27,2003,8,14,2008,8,0,3,3,4,7,2,3,8,7,7
,0,150,PAR,Paraguay,8,5,8,15,2008,8,15,2013,9,1,3,3,4,7,3,4,8,7,8
1,0,150,PAR,Paraguay,9,5,8,16,2013,99,99,9999,9,0,3,3,4,7,2,4,8,7,9
,0,135,PER,Peru,-3,1,7,28,1821,9,20,1822,1,4,1,0,0,1,3,3,4,1,6
,0,135,PER,Peru,-5,1,9,21,1822,2,24,1824,1,6,2,1,4,1,3,3,3,1,6
,0,135,PER,Peru,-88,4,2,25,1824,6,30,1828,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,135,PER,Peru,5,7,7,1,1828,2,25,1835,6,1,3,3,4,5,3,3,8,5,6
,0,135,PER,Peru,-3,1,2,26,1835,2,9,1836,1,4,1,0,0,1,3,3,4,1,6
,0,135,PER,Peru,-1,1,2,10,1836,10,28,1836,1,2,1,0,0,3,3,3,4,3,6
,0,135,PER,Peru,-3,3,10,29,1836,8,15,1839,1,4,1,0,0,1,3,3,4,1,6
,0,135,PER,Peru,-1,40,8,16,1839,12,23,1879,1,2,1,0,0,3,3,3,4,3,6
,0,135,PER,Peru,-3,1,12,24,1879,1,17,1881,1,4,1,0,0,1,3,3,4,1,6
,0,135,PER,Peru,-66,3,1,18,1881,10,20,1883,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,135,PER,Peru,-3,3,10,21,1883,5,30,1886,1,4,1,0,0,1,3,3,4,1,6
,0,135,PER,Peru,2,33,5,31,1886,7,4,1919,4,2,3,3,4,3,3,3,8,3,6
,0,135,PER,Peru,-88,1,7,5,1919,1,18,1920,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,135,PER,Peru,-9,11,1,19,1920,8,25,1930,0,9,2,1,4,1,4,1,3,1,1
,0,135,PER,Peru,-88,3,8,26,1930,4,9,1933,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,1,135,PER,Peru,2,15,4,10,1933,10,28,1948,4,2,3,3,4,3,3,3,8,3,6
,1,135,PER,Peru,-6,2,10,29,1948,7,28,1950,0,6,1,0,0,1,4,2,4,1,2
,1,135,PER,Peru,-2,6,7,29,1950,7,28,1956,1,3,2,0,0,2,3,3,5,2,6
,1,135,PER,Peru,5,6,7,29,1956,7,18,1962,5,0,2,2,4,5,2,3,7,5,7
,1,135,PER,Peru,-6,1,7,19,1962,7,27,1963,0,6,2,1,4,3,4,2,3,3,2
,1,135,PER,Peru,5,5,7,28,1963,10,3,1968,6,1,3,3,4,5,3,3,8,5,6
,1,135,PER,Peru,-7,8,10,4,1968,2,4,1977,0,7,1,0,0,1,4,1,4,1,1
,1,135,PER,Peru,-7,1,2,5,1977,6,18,1978,0,7,2,0,0,1,4,1,5,1,1
,1,135,PER,Peru,-88,2,6,19,1978,7,27,1980,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,1,135,PER,Peru,7,10,7,28,1980,7,27,1990,7,0,3,3,4,6,2,3,8,6,7
,1,135,PER,Peru,8,2,7,28,1990,4,5,1992,8,0,3,3,4,7,2,3,8,7,7
,1,135,PER,Peru,-4,2,4,6,1992,12,28,1993,0,4,1,0,0,2,3,2,4,2,3
,1,135,PER,Peru,-1,7,12,29,1993,11,21,2000,1,2,1,0,0,3,3,3,4,3,6
,1,135,PER,Peru,-88,1,11,22,2000,7,27,2001,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
1,1,135,PER,Peru,9,17,7,28,2001,99,99,9999,9,0,3,3,4,7,2,4,8,7,9
,0,840,PHI,Philippines,5,6,11,24,1935,12,7,1941,6,1,3,3,4,3,5,5,8,3,10
,0,840,PHI,Philippines,-66,3,12,8,1941,10,21,1944,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,840,PHI,Philippines,2,6,10,22,1944,6,30,1950,4,2,3,3,4,3,3,3,8,3,6
,0,840,PHI,Philippines,5,19,7,1,1950,11,11,1969,6,1,3,3,4,5,3,3,8,5,6
,0,840,PHI,Philippines,2,3,11,12,1969,9,23,1972,4,2,3,3,4,3,3,3,8,3,6
,0,840,PHI,Philippines,-9,8,9,24,1972,1,17,1981,0,9,2,1,4,1,4,1,3,1,1
,0,840,PHI,Philippines,-8,1,1,18,1981,6,30,1982,0,8,2,1,4,2,4,1,3,2,1
,0,840,PHI,Philippines,-7,1,7,1,1982,8,21,1983,0,7,2,1,4,2,4,2,3,2,2
,0,840,PHI,Philippines,-6,2,8,22,1983,2,25,1986,0,6,2,1,4,2,3,2,3,2,3
,0,840,PHI,Philippines,-88,1,2,26,1986,2,2,1987,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,840,PHI,Philippines,8,5,2,3,1987,12,31,1991,8,0,3,3,4,7,2,3,8,7,7
1,0,840,PHI,Philippines,8,27,1,1,1992,99,99,9999,8,0,3,3,4,6,2,4,8,6,9
,0,769,PKS,Pakistan,-4,1,8,14,1947,9,11,1948,1,5,2,1,4,1,2,3,3,1,7
,0,769,PKS,Pakistan,2,0,9,12,1948,3,7,1949,3,1,2,2,4,3,2,3,7,3,7
,0,769,PKS,Pakistan,4,3,3,8,1949,10,16,1951,4,0,2,2,4,4,2,3,7,4,7
,0,769,PKS,Pakistan,5,4,10,17,1951,2,29,1956,5,0,2,2,4,5,2,3,7,5,7
,0,769,PKS,Pakistan,8,3,3,1,1956,10,7,1958,8,0,3,3,4,7,2,3,8,7,7
,0,769,PKS,Pakistan,-7,4,10,8,1958,6,8,1962,0,7,1,0,0,1,4,1,4,1,1
,0,769,PKS,Pakistan,1,8,6,9,1962,11,28,1969,3,2,2,2,4,3,3,3,7,3,6
,0,769,PKS,Pakistan,-88,2,11,29,1969,7,26,1971,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,769,PKS,Pakistan,-77,0,7,27,1971,12,31,1971,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,0,335,PMA,Parma,-10,45,6,8,1815,3,13,1860,0,10,3,1,1,1,4,1,1,1,1
,1,910,PNG,Papua New Guinea,4,37,9,16,1975,8,8,2012,4,0,2,2,4,5,1,0,7,5,4
1,1,910,PNG,Papua New Guinea,5,6,8,9,2012,99,99,9999,5,0,2,2,4,6,2,0,7,6,5
,0,290,POL,Poland,8,7,11,11,1918,5,14,1926,8,0,3,3,4,7,2,3,8,7,7
,0,290,POL,Poland,-3,9,5,15,1926,4,23,1935,2,5,2,1,4,5,4,2,3,5,2
,0,290,POL,Poland,-6,4,4,24,1935,9,2,1939,0,6,2,1,4,3,4,2,3,3,2
,0,290,POL,Poland,-77,6,9,3,1939,4,21,1945,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77,-77
,0,290,POL,Poland,-88,3,4,22,1945,12,21,1947,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,290,POL,Poland,-7,33,12,22,1947,8,30,1980,0,7,2,1,4,3,4,1,3,3,1
,0,290,POL,Poland,-6,1,8,31,1980,12,13,1981,0,6,2,1,4,3,4,2,3,3,2
,0,290,POL,Poland,-8,2,12,14,1981,7,21,1983,0,8,2,1,4,2,4,1,3,2,1
,0,290,POL,Poland,-7,4,7,22,1983,11,25,1987,0,7,2,1,4,3,4,1,3,3,1
,0,290,POL,Poland,-6,1,11,26,1987,2,6,1989,0,6,2,1,4,3,4,2,3,3,2
,0,290,POL,Poland,5,2,2,7,1989,7,1,1991,5,0,2,2,4,4,2,4,7,4,9
,0,290,POL,Poland,8,4,7,2,1991,12,23,1995,8,0,3,3,4,6,2,4,8,6,9
,0,290,POL,Poland,9,8,12,24,1995,10,26,2002,9,0,3,3,4,7,2,4,8,7,9
1,0,290,POL,Poland,10,16,10,27,2002,99,99,9999,10,0,3,3,4,7,5,5,8,7,10
,0,235,POR,Portugal,-10,,1,1,1800,5,20,1801,0,10,3,1,1,1,4,1,1,1,1
,0,235,POR,Portugal,-66,1,5,21,1801,3,27,1802,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,235,POR,Portugal,-10,6,3,28,1802,11,30,1807,0,10,3,1,1,1,4,1,1,1,1
,0,235,POR,Portugal,-66,13,12,1,1807,8,29,1820,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66,-66
,0,235,POR,Portugal,-88,3,8,30,1820,6,5,1823,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,235,POR,Portugal,-3,10,6,6,1823,9,23,1833,1,4,1,0,0,1,3,3,4,1,6
,0,235,POR,Portugal,-88,1,9,24,1833,8,15,1834,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,235,POR,Portugal,-4,2,8,16,1834,9,15,1836,1,5,3,1,1,3,3,3,1,3,6
,0,235,POR,Portugal,1,5,9,16,1836,2,5,1842,5,4,3,1,2,7,3,3,2,7,6
,0,235,POR,Portugal,-4,13,2,6,1842,6,30,1855,1,5,3,1,2,3,3,3,2,3,6
,0,235,POR,Portugal,-6,5,7,1,1855,6,30,1860,0,6,3,1,2,3,3,2,2,3,3
,0,235,POR,Portugal,-7,20,7,1,1860,6,30,1880,0,7,3,1,2,3,4,2,2,3,2
,0,235,POR,Portugal,-5,10,7,1,1880,6,30,1890,1,6,3,1,2,4,4,2,2,4,2
,0,235,POR,Portugal,-4,10,7,1,1890,6,30,1900,2,6,3,1,2,5,4,2,2,5,2
,0,235,POR,Portugal,-3,6,7,1,1900,5,19,1906,2,5,3,1,2,5,3,2,2,5,3
,0,235,POR,Portugal,-1,1,5,20,1906,5,15,1907,3,4,3,1,2,5,3,3,2,5,6
,0,235,POR,Portugal,-9,1,5,16,1907,2,1,1908,0,9,3,1,2,1,4,2,2,1,2
,0,235,POR,Portugal,2,3,2,2,1908,10,5,1910,5,3,3,1,2,7,2,3,2,7,7
,0,235,POR,Portugal,-88,1,10,6,1910,8,20,1911,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
,0,235,POR,Portugal,7,15,8,21,1911,5,28,1926,8,1,3,3,4,7,3,3,8,7,6
,0,235,POR,Portugal,-88,4,5,29,1926,7,30,1930,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88,-88
